ticker,exchange,assetType,priceCurrency,startDate,endDate
ENVI,NASDAQ,Stock,USD,2021-03-08,2021-03-10
ENVI,NASDAQ,Stock,USD,2012-04-25,2015-10-26
ENVIU,NASDAQ,Stock,USD,2021-01-14,2021-03-10
ENVIW,NASDAQ,Stock,USD,2021-03-08,2021-03-10
ENX,NYSE MKT,ETF,USD,2002-08-28,2021-03-10
ENY,NYSE ARCA,ETF,USD,2007-06-27,2019-02-21
ENZ,NYSE,Stock,USD,1980-06-12,2021-03-10
ENZL,NASDAQ,ETF,USD,2010-09-02,2021-03-10
ENZY,NASDAQ,Stock,USD,2013-09-27,2018-01-11
EOCA,NYSE,Stock,USD,2016-04-26,2016-12-08
EOCC-W,NYSE,Stock,USD,2016-04-21,2016-04-26
EOD,NYSE,ETF,USD,2007-03-28,2021-03-10
EOG,NYSE,Stock,USD,1989-10-04,2021-03-10
EOI,NYSE,ETF,USD,2004-10-27,2021-03-10
EOLS,NASDAQ,Stock,USD,2018-02-08,2021-03-10
EOPN,NASDAQ,Stock,USD,2012-07-26,2015-03-25
EOS,NYSE,ETF,USD,2005-01-27,2021-03-10
EOSE,NASDAQ,Stock,USD,2020-06-03,2021-03-10
EOSEW,NASDAQ,Stock,USD,2020-06-03,2021-03-10
EOT,NYSE,ETF,USD,2009-05-27,2021-03-10
EP-P-C,NYSE,Stock,USD,2014-09-22,2021-03-10
EPAC,NYSE,Stock,USD,2000-07-24,2021-03-10
EPAM,NYSE,Stock,USD,2012-02-08,2021-03-10
EPAY,NASDAQ,Stock,USD,1999-02-12,2021-03-10
EPB,NYSE,Stock,USD,2007-11-29,2014-12-04
EPC,NYSE,Stock,USD,2000-03-27,2021-03-10
EPD,NYSE,Stock,USD,1998-07-28,2021-03-10
EPHC,NASDAQ,Stock,USD,2006-12-28,2013-03-27
EPHE,NYSE ARCA,ETF,USD,2010-09-29,2021-03-10
EPHY,NASDAQ,Stock,USD,2021-03-01,2021-03-10
EPHYU,NASDAQ,Stock,USD,2021-01-08,2021-03-10
EPHYW,NASDAQ,Stock,USD,2021-03-01,2021-03-10
EPI,NYSE ARCA,ETF,USD,2008-02-26,2021-03-10
EPIQ,NASDAQ,Stock,USD,2016-01-04,2016-10-10
EPIX,NASDAQ,Stock,USD,2015-07-09,2021-03-10
EPL,NYSE,Stock,USD,2009-09-23,2014-06-03
EPM,NYSE MKT,Stock,USD,1997-01-13,2021-03-10
EPOL,NYSE ARCA,ETF,USD,2010-05-26,2021-03-10
EPP,NYSE ARCA,ETF,USD,2001-10-26,2021-03-10
EPR,NYSE,Stock,USD,1997-11-18,2021-03-10
EPR-P-C,NYSE,Stock,USD,2014-09-22,2021-03-10
EPR-P-E,NYSE,Stock,USD,2014-09-22,2021-03-10
EPR-P-F,NYSE,Stock,USD,1997-11-18,2017-12-20
EPR-P-G,NYSE,Stock,USD,2017-11-20,2021-03-10
EPRO,NYSE ARCA,ETF,USD,2016-01-04,2016-10-31
EPRS,NASDAQ,Stock,USD,2016-01-04,2016-08-11
EPRT,NYSE,Stock,USD,2018-06-21,2021-03-10
EPS,NYSE ARCA,ETF,USD,2007-02-23,2021-03-10
EPSN,NASDAQ,Stock,USD,2016-01-04,2021-03-10
EPU,NYSE ARCA,ETF,USD,2009-06-22,2021-03-10
EPV,NYSE ARCA,ETF,USD,2009-06-19,2021-03-10
EPWR,NYSE,Stock,USD,2021-03-01,2021-03-10
EPWR-U,NYSE,Stock,USD,2021-01-08,2021-03-10
EPWR-WS,NYSE,Stock,USD,2021-03-01,2021-03-10
EPZM,NASDAQ,Stock,USD,2013-05-31,2021-03-10
EQ,NASDAQ,Stock,USD,2018-10-12,2021-03-10
EQAL,NYSE ARCA,ETF,USD,2014-12-29,2021-03-10
EQBK,NASDAQ,Stock,USD,2015-11-11,2021-03-10
EQC,NYSE,Stock,USD,1988-01-05,2021-03-10
EQC-P-D,NYSE,Stock,USD,2014-09-22,2021-03-10
EQCO,NYSE,Stock,USD,2012-07-30,2018-06-05
EQD,NYSE,Stock,USD,2020-11-06,2021-03-10
EQD-U,NYSE,Stock,USD,2020-09-16,2021-03-10
EQD-WS,NYSE,Stock,USD,2020-11-06,2021-03-10
EQGP,NYSE,Stock,USD,2015-05-12,2019-01-18
EQH,NYSE,Stock,USD,2018-05-10,2021-03-10
EQH-P-A,NYSE,Stock,USD,2019-11-21,2021-03-10
EQH-P-C,NYSE,Stock,USD,2021-01-06,2021-03-10
EQHA-U,NYSE,Stock,USD,2021-01-29,2021-03-10
EQIX,NASDAQ,Stock,USD,2000-08-11,2021-03-10
EQL,NYSE ARCA,ETF,USD,2009-07-07,2021-03-10
EQLT,NYSE ARCA,ETF,USD,2014-02-25,2019-04-26
EQM,NYSE,Stock,USD,2012-06-27,2020-06-16
EQNR,NYSE,Stock,USD,2018-05-16,2021-03-10
EQOP,NYSE ARCA,ETF,USD,2020-09-17,2021-03-10
EQOS,NASDAQ,Stock,USD,2019-05-16,2021-03-10
EQOSW,NASDAQ,Stock,USD,2019-05-16,2021-03-10
EQR,NYSE,Stock,USD,1993-08-12,2021-03-10
EQRR,NASDAQ,ETF,USD,2017-07-25,2021-03-10
EQS,NYSE,Stock,USD,1992-09-11,2021-03-10
EQT,NYSE,Stock,USD,1987-11-05,2021-03-10
EQT-W,NYSE,Stock,USD,2018-10-31,2018-11-12
EQU,NYSE,Stock,USD,2000-04-25,2014-07-30
EQWL,NYSE ARCA,ETF,USD,2006-12-01,2021-03-10
EQWS,NYSE ARCA,ETF,USD,2006-12-01,2019-02-21
EQX,NYSE MKT,Stock,USD,2018-08-03,2021-03-10
EQY,NYSE,Stock,USD,2016-01-04,2017-03-09
ERB,NYSE,Stock,USD,2016-01-04,2016-10-10
ERC,NYSE MKT,ETF,USD,2003-06-25,2021-03-10
ERES,NASDAQ,Stock,USD,2020-09-14,2021-03-10
ERESU,NASDAQ,Stock,USD,2020-07-23,2021-03-10
ERESW,NASDAQ,Stock,USD,2020-09-14,2021-03-10
ERF,NYSE,Stock,USD,2000-11-17,2021-03-10
ERH,NYSE MKT,ETF,USD,2004-04-28,2021-03-10
ERIC,NASDAQ,Stock,USD,1989-09-28,2021-03-10
ERIE,NASDAQ,Stock,USD,1995-10-02,2021-03-10
ERII,NASDAQ,Stock,USD,2008-07-02,2021-03-10
ERJ,NYSE,Stock,USD,2000-07-21,2021-03-10
ERM,NYSE ARCA,ETF,USD,2017-04-11,2021-03-10
ERN,NYSE,Stock,USD,2007-06-28,2018-04-26
ERO,NYSE ARCA,ETF,USD,2007-12-27,2018-04-12
EROC,NASDAQ,Stock,USD,2006-10-25,2015-10-08
ERS,NASDAQ,Stock,USD,2003-01-02,2017-05-09
ERSX,NYSE ARCA,ETF,USD,2018-12-28,2021-03-10
ERUS,NYSE ARCA,ETF,USD,2010-11-10,2021-03-10
ERW,NASDAQ,ETF,USD,2016-01-07,2016-03-03
ERX,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
ERY,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
ERYP,NASDAQ,Stock,USD,2016-07-05,2021-03-10
ERYY,NYSE ARCA,ETF,USD,2016-04-07,2017-09-25
ES,NYSE,Stock,USD,1984-08-29,2021-03-10
ESBA,NYSE ARCA,Stock,USD,2013-10-02,2021-03-10
ESBF,NASDAQ,Stock,USD,1995-08-18,2015-02-10
ESBK,NASDAQ,Stock,USD,1993-03-04,2021-03-10
ESC,NYSE,Stock,USD,1995-11-20,2014-07-30
ESCA,NASDAQ,Stock,USD,1992-02-25,2021-03-10
ESCR,NASDAQ,Stock,USD,1995-08-18,2015-10-28
ESCRP,NASDAQ,Stock,USD,2007-07-23,2015-11-10
ESCRQ,NASDAQ,Stock,USD,1995-03-27,2019-04-04
ESDI,NASDAQ,Stock,USD,2016-10-18,2018-01-03
ESDIW,NASDAQ,Stock,USD,2017-08-10,2018-01-02
ESE,NYSE,Stock,USD,1990-10-01,2021-03-10
ESEA,NASDAQ,Stock,USD,2006-05-05,2021-03-10
ESGA,NYSE ARCA,ETF,USD,2020-07-15,2021-03-10
ESGC,NYSE,Stock,USD,2013-11-13,2021-03-10
ESGD,NASDAQ,ETF,USD,2016-06-30,2021-03-10
ESGE,NASDAQ,ETF,USD,2016-07-20,2021-03-10
ESGF,NYSE ARCA,ETF,USD,2016-10-31,2020-02-14
ESGL,NYSE ARCA,ETF,USD,2016-11-01,2020-02-14
ESGN,NYSE ARCA,ETF,USD,2016-06-13,2021-03-10
ESGR,NASDAQ,Stock,USD,1997-05-09,2021-03-10
ESGRO,NASDAQ,Stock,USD,2018-11-14,2021-03-10
ESGRP,NASDAQ,Stock,USD,2018-06-20,2021-03-10
ESGS,NYSE ARCA,ETF,USD,2016-06-17,2021-03-10
ESGU,NASDAQ,ETF,USD,2016-12-06,2021-03-10
ESGW,NYSE ARCA,ETF,USD,2016-06-13,2020-03-20
ESI,NYSE,Stock,USD,2013-10-22,2021-03-10
ESI,NYSE,Stock,USD,2019-01-31,2019-01-31
ESIO,NASDAQ,Stock,USD,1990-03-26,2019-02-01
ESL,NYSE,Stock,USD,1973-05-03,2019-03-14
ESLRQ,NASDAQ,Stock,USD,2000-11-02,2013-07-29
ESLT,NASDAQ,Stock,USD,1996-11-27,2021-03-10
ESM-U,NYSE,Stock,USD,2021-03-10,2021-03-10
ESND,NASDAQ,Stock,USD,1990-03-26,2019-01-31
ESNG,NYSE ARCA,ETF,USD,2020-02-05,2021-03-10
ESNT,NYSE,Stock,USD,2013-10-31,2021-03-10
ESP,NYSE MKT,Stock,USD,1992-03-17,2021-03-10
ESPO,NASDAQ,ETF,USD,2018-10-17,2021-03-10
ESPR,NASDAQ,Stock,USD,2013-06-26,2021-03-10
ESQ,NASDAQ,Stock,USD,2017-06-27,2021-03-10
ESR,NYSE ARCA,ETF,USD,2009-10-02,2015-08-21
ESRT,NYSE,Stock,USD,2013-10-02,2021-03-10
ESRX,NASDAQ,Stock,USD,1992-06-09,2018-12-20
ESS,NYSE,Stock,USD,1994-06-07,2021-03-10
ESSA,NASDAQ,Stock,USD,2007-04-04,2021-03-10
ESSC,NASDAQ,Stock,USD,2020-03-20,2021-03-10
ESSCR,NASDAQ,Stock,USD,2020-03-27,2021-03-10
ESSCU,NASDAQ,Stock,USD,2020-02-20,2021-03-10
ESSCW,NASDAQ,Stock,USD,2020-03-27,2021-03-10
ESSX,NASDAQ,Stock,USD,2007-03-27,2017-09-11
ESTA,NASDAQ,Stock,USD,2018-07-19,2021-03-10
ESTC,NYSE,Stock,USD,2018-10-05,2021-03-10
ESTE,NYSE,Stock,USD,1997-01-06,2021-03-10
ESTX,NYSE ARCA,ETF,USD,2014-09-24,2015-04-10
ESXB,NASDAQ,Stock,USD,2006-09-06,2021-03-10
ESYS,NASDAQ,Stock,USD,1993-12-01,2015-01-22
ET,NYSE,Stock,USD,2018-10-17,2021-03-10
ET1,NYSE,Stock,USD,2012-03-22,2013-07-11
ETAC,NASDAQ,Stock,USD,2020-09-18,2021-03-10
ETACU,NASDAQ,Stock,USD,2020-07-31,2021-03-10
ETACW,NASDAQ,Stock,USD,2020-09-18,2021-03-10
ETB,NYSE,ETF,USD,2005-04-27,2021-03-10
ETC-W,NYSE,Stock,USD,2016-06-27,2016-06-28
ETE,NYSE,Stock,USD,2006-02-03,2018-10-18
ETFC,NASDAQ,Stock,USD,1996-08-16,2020-10-02
ETG,NYSE,ETF,USD,2004-01-29,2021-03-10
ETH,NYSE,Stock,USD,1993-03-16,2021-03-10
ETHO,NYSE ARCA,ETF,USD,2015-11-19,2021-03-10
ETI-P,NYSE,Stock,USD,2019-09-04,2021-03-10
ETJ,NYSE,ETF,USD,2007-07-27,2021-03-10
ETM,NYSE,Stock,USD,1999-01-29,2021-03-10
ETN,NYSE,Stock,USD,1972-06-01,2021-03-10
ETNB,NASDAQ,Stock,USD,2019-11-11,2021-03-10
ETO,NYSE,ETF,USD,2004-05-26,2021-03-10
ETON,NASDAQ,Stock,USD,2018-11-13,2021-03-10
ETP,NYSE,Stock,USD,2002-02-05,2018-10-19
ETP-,NYSE,Stock,USD,1996-06-25,2017-04-28
ETP-P-C,NYSE,Stock,USD,2018-04-18,2021-03-10
ETP-P-D,NYSE,Stock,USD,2018-07-17,2021-03-10
ETP-P-E,NYSE,Stock,USD,2019-04-18,2021-03-10
ETR,NYSE,Stock,USD,1972-06-01,2021-03-10
ETRM,NASDAQ,Stock,USD,2007-11-15,2017-10-20
ETRN,NYSE,Stock,USD,2018-10-31,2021-03-10
ETSY,NASDAQ,Stock,USD,2015-04-16,2021-03-10
ETTX,NASDAQ,Stock,USD,2018-09-26,2021-03-10
ETV,NYSE,ETF,USD,2005-06-28,2021-03-10
ETW,NYSE,ETF,USD,2005-11-21,2021-03-10
ETWO,NYSE,Stock,USD,2020-06-15,2021-03-10
ETWO-WS,NYSE,Stock,USD,2021-02-05,2021-02-05
ETWO-WS,NYSE,Stock,USD,2020-06-15,2021-03-10
ETX,NYSE,ETF,USD,2013-03-26,2021-03-10
ETY,NYSE,ETF,USD,2006-11-28,2021-03-10
EU,NYSE ARCA,ETF,USD,2008-05-22,2015-02-11
EUCR,NASDAQ,Stock,USD,2020-12-29,2021-03-10
EUCRU,NASDAQ,Stock,USD,2020-10-23,2021-03-10
EUCRW,NASDAQ,Stock,USD,2021-01-07,2021-03-10
EUDG,NYSE ARCA,ETF,USD,2014-05-07,2021-03-10
EUFL,NYSE ARCA,ETF,USD,2016-07-27,2020-03-27
EUFN,NASDAQ,ETF,USD,2010-02-03,2021-03-10
EUFS,NYSE ARCA,ETF,USD,2016-08-10,2017-09-25
EUFX,NYSE ARCA,ETF,USD,2012-06-27,2021-03-10
EUM,NYSE ARCA,ETF,USD,2007-11-01,2021-03-10
EUMV,NYSE ARCA,ETF,USD,2014-06-06,2020-08-17
EUO,NYSE ARCA,ETF,USD,2008-11-25,2021-03-10
EURL,NYSE ARCA,ETF,USD,2014-01-22,2021-03-10
EURN,NYSE,Stock,USD,2015-01-23,2021-03-10
EUSA,NYSE ARCA,ETF,USD,2010-05-07,2021-03-10
EUSB,NYSE ARCA,Stock,USD,2020-06-25,2021-03-10
EUSC,NYSE ARCA,ETF,USD,2015-03-04,2021-03-10
EUSG,NASDAQ,Stock,USD,2021-03-10,2021-03-10
EUSGU,NASDAQ,Stock,USD,2021-01-22,2021-03-10
EUSGW,NASDAQ,Stock,USD,2021-03-10,2021-03-10
EUXL,NYSE ARCA,ETF,USD,2017-07-12,2019-10-11
EV,NYSE,Stock,USD,1990-03-27,2021-03-01
EVA,NYSE,Stock,USD,2015-04-29,2021-03-10
EVAL,NASDAQ,ETF,USD,2012-02-10,2015-08-21
EVAR,NASDAQ,Stock,USD,2014-04-25,2017-11-08
EVAX,NASDAQ,Stock,USD,2021-02-05,2021-03-10
EVBG,NASDAQ,Stock,USD,2016-09-16,2021-03-10
EVBN,NYSE MKT,Stock,USD,2001-07-09,2021-03-10
EVBS,NASDAQ,Stock,USD,1998-01-02,2017-07-03
EVC,NYSE,Stock,USD,2000-08-02,2021-03-10
EVDY,NYSE,Stock,USD,2016-01-04,2016-12-05
EVEP,NASDAQ,Stock,USD,2006-09-27,2018-05-10
EVER,NASDAQ,Stock,USD,2012-05-03,2017-07-19
EVER,NASDAQ,Stock,USD,2018-06-28,2021-03-10
EVER-P-A,NYSE,Stock,USD,2012-05-03,2017-08-17
EVF,NYSE,ETF,USD,1998-10-28,2021-03-10
EVFM,NASDAQ,Stock,USD,2018-01-17,2021-03-10
EVFTC,NASDAQ,Stock,USD,2017-11-30,2019-07-25
EVG,NYSE,ETF,USD,2005-02-24,2021-03-10
EVGN,NASDAQ,Stock,USD,2008-03-05,2021-03-10
EVH,NYSE,Stock,USD,2015-06-05,2021-03-10
EVHC,NYSE,Stock,USD,2013-08-14,2018-12-14
EVHC-P,NYSE,Stock,USD,2013-08-14,2017-06-30
EVI,NYSE MKT,Stock,USD,1990-03-27,2021-03-10
EVK,NASDAQ,Stock,USD,2008-07-16,2021-03-10
EVLMC,NASDAQ,Mutual Fund,USD,2018-06-18,2021-03-10
EVLO,NASDAQ,Stock,USD,2018-05-08,2021-03-10
EVM,NYSE MKT,ETF,USD,2002-08-28,2021-03-10
EVN,NYSE,ETF,USD,1999-01-27,2021-03-10
EVO,NYSE MKT,ETF,USD,1999-01-28,2019-01-18
EVOJU,NASDAQ,Stock,USD,2021-02-09,2021-03-10
EVOK,NASDAQ,Stock,USD,2013-09-25,2021-03-10
EVOL,NASDAQ,Stock,USD,1998-05-12,2021-03-10
EVOP,NASDAQ,Stock,USD,2018-05-23,2021-03-10
EVOQ,NASDAQ,Stock,USD,2009-04-07,2014-10-16
EVR,NYSE,Stock,USD,2006-08-14,2021-03-10
EVRG,NYSE,Stock,USD,2018-06-04,2021-03-10
EVRI,NYSE,Stock,USD,2015-08-24,2021-03-10
EVRYQ,NASDAQ,Stock,USD,2015-04-20,2015-06-02
EVSNF,NASDAQ,Stock,USD,1996-07-03,2018-04-26
EVSTC,NASDAQ,Mutual Fund,USD,2018-05-14,2021-03-10
EVT,NYSE,ETF,USD,2003-09-26,2021-03-10
EVTC,NYSE,Stock,USD,2013-04-12,2021-03-10
EVV,NYSE MKT,ETF,USD,2003-06-11,2021-03-10
EVVV,NASDAQ,Stock,USD,2005-06-16,2010-07-29
EVX,NYSE ARCA,ETF,USD,2006-10-16,2021-03-10
EVY,NYSE MKT,ETF,USD,1999-01-27,2021-03-10
EW,NYSE,Stock,USD,2000-03-27,2021-03-10
EWA,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWBC,NASDAQ,Stock,USD,1999-02-03,2021-03-10
EWC,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWCO,NYSE ARCA,ETF,USD,2018-11-14,2021-03-10
EWD,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWEB,NASDAQ,ETF,USD,2020-11-11,2021-03-10
EWEM,NYSE ARCA,ETF,USD,2010-12-08,2020-02-14
EWG,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWH,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWHS,NYSE ARCA,ETF,USD,2012-01-13,2015-08-21
EWI,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWJ,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWJE,NASDAQ,ETF,USD,2019-03-07,2021-03-10
EWJV,NASDAQ,ETF,USD,2019-03-07,2021-03-10
EWK,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWL,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWM,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWMC,NYSE ARCA,ETF,USD,2010-12-08,2021-03-10
EWN,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWO,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWP,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWQ,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWRE,NYSE ARCA,ETF,USD,2015-08-14,2021-03-10
EWRI,NYSE ARCA,ETF,USD,2016-01-04,2016-02-04
EWS,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWSC,NYSE ARCA,ETF,USD,2010-12-08,2021-03-10
EWSS,NYSE ARCA,ETF,USD,2012-01-17,2015-08-21
EWT,NYSE ARCA,ETF,USD,2000-06-23,2021-03-10
EWU,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWV,NYSE ARCA,ETF,USD,2007-11-08,2021-03-10
EWW,NYSE ARCA,ETF,USD,1996-04-01,2021-03-10
EWX,NYSE ARCA,ETF,USD,2008-05-16,2021-03-10
EWY,NYSE ARCA,ETF,USD,2000-05-12,2021-03-10
EWZ,NYSE ARCA,ETF,USD,2000-07-14,2021-03-10
EWZS,NASDAQ,ETF,USD,2010-09-29,2021-03-10
EXA,NASDAQ,Stock,USD,2012-06-28,2017-11-17
EXAC,NASDAQ,Stock,USD,1996-05-30,2018-02-14
EXAM,NYSE,Stock,USD,2010-10-28,2016-07-27
EXAR,NYSE,Stock,USD,1990-03-26,2017-07-14
EXAS,NASDAQ,Stock,USD,2001-02-01,2021-03-10
EXC,NASDAQ,Stock,USD,1980-01-02,2021-03-10
EXCU,NYSE,Stock,USD,2014-07-03,2017-06-01
EXD,NYSE,ETF,USD,2010-06-25,2021-03-10
EXEL,NASDAQ,Stock,USD,2000-04-17,2021-03-10
EXFO,NASDAQ,Stock,USD,2000-06-30,2021-03-10
EXG,NYSE,ETF,USD,2007-04-23,2021-03-10
EXH,NYSE,Stock,USD,2007-08-21,2015-11-03
EXI,NYSE ARCA,ETF,USD,2006-09-27,2021-03-10
EXK,NYSE,Stock,USD,2006-04-26,2021-03-10
EXL,NYSE,Stock,USD,2010-04-23,2015-07-31
EXLP,NASDAQ,Stock,USD,2006-10-17,2015-11-03
EXLS,NASDAQ,Stock,USD,2006-10-20,2021-03-10
EXN,NYSE MKT,Stock,USD,2016-01-04,2021-03-10
EXP,NYSE,Stock,USD,1994-04-12,2021-03-10
EXPC,NASDAQ,Stock,USD,2019-11-05,2021-03-10
EXPCU,NASDAQ,Stock,USD,2019-09-13,2021-03-10
EXPCW,NASDAQ,Stock,USD,2020-01-03,2021-03-10
EXPD,NASDAQ,Stock,USD,1990-03-26,2021-03-10
EXPE,NASDAQ,Stock,USD,2005-07-21,2021-03-10
EXPI,NASDAQ,Stock,USD,2014-02-19,2021-03-10
EXPO,NASDAQ,Stock,USD,1990-08-17,2021-03-10
EXPR,NYSE,Stock,USD,2010-05-13,2021-03-10
EXR,NYSE,Stock,USD,2004-08-16,2021-03-10
EXTN,NYSE,Stock,USD,2015-11-04,2021-03-10
EXTR,NASDAQ,Stock,USD,1999-04-09,2021-03-10
EXXI,NASDAQ,Stock,USD,2007-06-01,2018-03-20
EYE,NASDAQ,Stock,USD,2017-10-26,2021-03-10
EYEG,NASDAQ,Stock,USD,2015-07-31,2021-03-10
EYEGW,NASDAQ,Stock,USD,2015-07-31,2020-08-05
EYEN,NASDAQ,Stock,USD,2018-01-25,2021-03-10
EYES,NASDAQ,Stock,USD,2014-11-19,2021-03-10
EYESW,NASDAQ,Stock,USD,2017-03-29,2021-03-10
EYPT,NASDAQ,Stock,USD,2005-01-27,2021-03-10
EZA,NYSE ARCA,ETF,USD,2003-02-07,2021-03-10
EZCH,NASDAQ,Stock,USD,1999-12-31,2016-02-23
EZGO,NASDAQ,Stock,USD,2021-01-26,2021-03-10
EZJ,NYSE ARCA,ETF,USD,2009-06-05,2021-03-10
EZM,NYSE ARCA,ETF,USD,2007-02-23,2021-03-10
EZPW,NASDAQ,Stock,USD,1991-08-27,2021-03-10
EZT,NYSE,Stock,USD,2014-09-22,2020-10-30
EZY,NYSE ARCA,ETF,USD,2007-02-23,2017-12-15
F,NYSE,Stock,USD,1972-06-01,2021-03-10
F-P-B,NYSE,Stock,USD,2019-06-18,2021-03-10
F-P-C,NYSE,Stock,USD,2019-12-23,2021-03-10
FAAR,NASDAQ,ETF,USD,2016-05-23,2021-03-10
FAB,NASDAQ,ETF,USD,2007-05-23,2021-03-10
FAC,NYSE,Stock,USD,1972-06-01,2018-04-06
FACA-U,NYSE,Stock,USD,2021-02-19,2021-03-10
FACT-U,NYSE,Stock,USD,2021-02-26,2021-03-10
FAD,NASDAQ,ETF,USD,2007-05-11,2021-03-10
FAF,NYSE,Stock,USD,2010-05-28,2021-03-10
FAII,NYSE,Stock,USD,2020-10-02,2021-03-10
FAII-U,NYSE,Stock,USD,2020-08-12,2021-03-10
FAII-WS,NYSE,Stock,USD,2020-10-02,2021-03-10
FALN,NASDAQ,ETF,USD,2016-06-17,2021-03-10
FAM,NYSE,ETF,USD,2004-11-24,2021-03-10
FAMI,NASDAQ,Stock,USD,2018-02-16,2021-03-10
FAN,NYSE ARCA,ETF,USD,2008-06-27,2021-03-10
FANG,NASDAQ,Stock,USD,2012-10-12,2021-03-10
FANH,NASDAQ,Stock,USD,2007-11-01,2021-03-10
FARM,NASDAQ,Stock,USD,1990-03-26,2021-03-10
FARO,NASDAQ,Stock,USD,1997-09-18,2021-03-10
FAS,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
FAST,NASDAQ,Stock,USD,1990-03-26,2021-03-10
FAT,NASDAQ,Stock,USD,2017-10-23,2021-03-10
FATBP,NASDAQ,Stock,USD,2020-07-14,2021-03-10
FATBW,NASDAQ,Stock,USD,2020-07-14,2021-03-10
FATE,NASDAQ,Stock,USD,2013-10-01,2021-03-10
FAUS,NYSE ARCA,ETF,USD,2012-02-22,2021-03-10
FAV,NYSE,ETF,USD,2007-09-20,2016-10-31
FAX,NYSE MKT,ETF,USD,1988-02-10,2021-03-10
FAZ,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
FAZZ,NYSE ARCA,ETF,USD,2016-04-07,2017-09-25
FB,NASDAQ,Stock,USD,2012-05-18,2021-03-10
FBC,NYSE,Stock,USD,1997-04-30,2021-03-10
FBCI,NASDAQ,Stock,USD,2017-10-11,2019-04-03
FBCP,NASDAQ,Stock,USD,2005-05-16,2017-07-14
FBG,NYSE ARCA,ETF,USD,2016-01-04,2016-08-25
FBGX,NYSE ARCA,ETF,USD,2014-06-11,2021-03-10
FBHS,NYSE,Stock,USD,2011-09-16,2021-03-10
FBIO,NASDAQ,Stock,USD,2011-11-17,2021-03-10
FBIOP,NASDAQ,Stock,USD,2017-11-14,2021-03-10
FBIZ,NASDAQ,Stock,USD,2005-10-07,2021-03-10
FBK,NYSE,Stock,USD,2016-09-16,2021-03-10
FBM,NYSE,Stock,USD,2017-02-10,2021-01-28
FBMS,NASDAQ,Stock,USD,2003-01-02,2021-03-10
FBN,NASDAQ,Stock,USD,2006-12-28,2013-08-27
FBNC,NASDAQ,Stock,USD,1992-12-09,2021-03-10
FBND,NYSE ARCA,ETF,USD,2014-10-09,2021-03-10
FBNK,NASDAQ,Stock,USD,2011-06-30,2018-10-01
FBP,NYSE,Stock,USD,1992-02-25,2021-03-10
FBR,NYSE,Stock,USD,2000-04-14,2019-01-03
FBRC,NASDAQ,Stock,USD,2007-06-08,2017-06-12
FBRX,NASDAQ,Stock,USD,2017-04-13,2021-03-10
FBSS,NASDAQ,Stock,USD,1999-12-23,2021-03-10
FBT,NYSE ARCA,ETF,USD,2006-06-23,2021-03-10
FBTXQ,NYSE,Stock,USD,2010-01-04,2015-01-06
FBZ,NASDAQ,ETF,USD,2011-04-19,2021-03-10
FC,NYSE,Stock,USD,1992-06-03,2021-03-10
FCA,NASDAQ,ETF,USD,2011-04-21,2021-03-10
FCAC,NASDAQ,Stock,USD,2020-11-23,2021-03-10
FCACU,NASDAQ,Stock,USD,2020-09-22,2021-03-10
FCACW,NASDAQ,Stock,USD,2020-11-25,2021-03-10
FCAL,NASDAQ,ETF,USD,2017-06-27,2021-03-10
FCAM,NYSE,Stock,USD,2014-12-11,2016-12-22
FCAN,NASDAQ,ETF,USD,2012-02-17,2020-10-30
FCAP,NASDAQ,Stock,USD,1999-01-04,2021-03-10
FCAX,NYSE,Stock,USD,2021-03-05,2021-03-10
FCAX-U,NYSE,Stock,USD,2021-01-13,2021-03-10
FCAX-WS,NYSE,Stock,USD,2021-03-05,2021-03-10
FCB,NYSE,Stock,USD,2014-08-01,2018-12-31
FCBC,NASDAQ,Stock,USD,1997-05-09,2021-03-10
FCBP,NASDAQ,Stock,USD,2018-01-05,2021-03-10
FCCO,NASDAQ,Stock,USD,1999-03-09,2021-03-10
FCCY,NASDAQ,Stock,USD,1999-03-15,2021-03-10
FCE-A,NYSE,Stock,USD,1983-10-25,2018-12-10
FCE-B,NYSE,Stock,USD,1992-03-17,2017-06-12
